행정동코드,시도명,시군구명,읍면동명,주소,lat,lng
1111051500,서울특별시,종로구,청운효자동,서울특별시 종로구 청운효자동,37.584137,126.970652
1111053000,서울특별시,종로구,사직동,서울특별시 종로구 사직동,37.575393,126.965925
1111054000,서울특별시,종로구,삼청동,서울특별시 종로구 삼청동,37.585013,126.981836
1111055000,서울특별시,종로구,부암동,서울특별시 종로구 부암동,37.592479,126.9641
1111056000,서울특별시,종로구,평창동,서울특별시 종로구 평창동,37.606317,126.968187
1111057000,서울특별시,종로구,무악동,서울특별시 종로구 무악동,37.576003,126.958148
1111058000,서울특별시,종로구,교남동,서울특별시 종로구 교남동,37.568527,126.964438
1111060000,서울특별시,종로구,가회동,서울특별시 종로구 가회동,37.580078,126.9848
1111061500,서울특별시,종로구,종로1.2.3.4가동,서울특별시 종로구 종로1.2.3.4가동,37.574461,126.990262
1111063000,서울특별시,종로구,종로5.6가동,서울특별시 종로구 종로5.6가동,37.572015,127.005041
1111064000,서울특별시,종로구,이화동,서울특별시 종로구 이화동,37.577008,127.004338
1111065000,서울특별시,종로구,혜화동,서울특별시 종로구 혜화동,37.586919,127.000576
1111067000,서울특별시,종로구,창신제1동,서울특별시 종로구 창신제1동,37.570758,127.016363
1111068000,서울특별시,종로구,창신제2동,서울특별시 종로구 창신제2동,37.574458,127.010863
1111069000,서울특별시,종로구,창신제3동,서울특별시 종로구 창신제3동,37.5779055,127.0150474
1111070000,서울특별시,종로구,숭인제1동,서울특별시 종로구 숭인제1동,37.577805,127.015627
1111071000,서울특별시,종로구,숭인제2동,서울특별시 종로구 숭인제2동,37.574867,127.019988
1114052000,서울특별시,중구,소공동,서울특별시 중구 소공동,37.56405,126.980053
1114054000,서울특별시,중구,회현동,서울특별시 중구 회현동,37.557286,126.979322
1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.558251,126.985229
1114057000,서울특별시,중구,필동,서울특별시 중구 필동,37.560153,126.99557
1114058000,서울특별시,중구,장충동,서울특별시 중구 장충동,37.561895,127.007881
1114059000,서울특별시,중구,광희동,서울특별시 중구 광희동,37.564494,127.005062
1114060500,서울특별시,중구,을지로동,서울특별시 중구 을지로동,37.566972,126.991205
1114061500,서울특별시,중구,신당동,서울특별시 중구 신당동,37.562097,127.014548
1114062500,서울특별시,중구,다산동,서울특별시 중구 다산동,37.554286,127.008232
1114063500,서울특별시,중구,약수동,서울특별시 중구 약수동,37.552479,127.009002
1114064500,서울특별시,중구,청구동,서울특별시 중구 청구동,37.557083,127.014687
1114065000,서울특별시,중구,신당제5동,서울특별시 중구 신당제5동,37.565142,127.02185
1114066500,서울특별시,중구,동화동,서울특별시 중구 동화동,37.560043,127.019456
1114067000,서울특별시,중구,황학동,서울특별시 중구 황학동,37.567345,127.021281
1114068000,서울특별시,중구,중림동,서울특별시 중구 중림동,37.558898,126.966731
1117051000,서울특별시,용산구,후암동,서울특별시 용산구 후암동,37.548638,126.978134
1117052000,서울특별시,용산구,용산2가동,서울특별시 용산구 용산2가동,37.546133,126.985578
1117053000,서울특별시,용산구,남영동,서울특별시 용산구 남영동,37.542843,126.973331
1117055500,서울특별시,용산구,청파동,서울특별시 용산구 청파동,37.5488,126.9674
1117056000,서울특별시,용산구,원효로제1동,서울특별시 용산구 원효로제1동,37.537219,126.967681
1117057000,서울특별시,용산구,원효로제2동,서울특별시 용산구 원효로제2동,37.53435,126.951538
1117058000,서울특별시,용산구,효창동,서울특별시 용산구 효창동,37.542457,126.96185
1117059000,서울특별시,용산구,용문동,서울특별시 용산구 용문동,37.537641,126.95966
1117062500,서울특별시,용산구,한강로동,서울특별시 용산구 한강로동,37.528107,126.969233
1117063000,서울특별시,용산구,이촌제1동,서울특별시 용산구 이촌제1동,37.521417,126.9732
1117064000,서울특별시,용산구,이촌제2동,서울특별시 용산구 이촌제2동,37.526258,126.954707
1117065000,서울특별시,용산구,이태원제1동,서울특별시 용산구 이태원제1동,37.532523,126.995038
1117066000,서울특별시,용산구,이태원제2동,서울특별시 용산구 이태원제2동,37.541896,126.990148
1117068500,서울특별시,용산구,한남동,서울특별시 용산구 한남동,37.53455,127.0005
1117069000,서울특별시,용산구,서빙고동,서울특별시 용산구 서빙고동,37.520458,126.994663
1117070000,서울특별시,용산구,보광동,서울특별시 용산구 보광동,37.526326,127.000182
1120052000,서울특별시,성동구,왕십리제2동,서울특별시 성동구 왕십리제2동,37.561799,127.031021
1120053500,서울특별시,성동구,왕십리도선동,서울특별시 성동구 왕십리도선동,37.567826,127.02555
1120054000,서울특별시,성동구,마장동,서울특별시 성동구 마장동,37.566325,127.045388
1120055000,서울특별시,성동구,사근동,서울특별시 성동구 사근동,37.561485,127.045331
1120056000,서울특별시,성동구,행당제1동,서울특별시 성동구 행당제1동,37.558567,127.036188
1120057000,서울특별시,성동구,행당제2동,서울특별시 성동구 행당제2동,37.558208,127.02935
1120058000,서울특별시,성동구,응봉동,서울특별시 성동구 응봉동,37.553164,127.033436
1120059000,서울특별시,성동구,금호1가동,서울특별시 성동구 금호1가동,37.554901,127.021635
1120061500,서울특별시,성동구,금호2.3가동,서울특별시 성동구 금호2.3가동,37.553292,127.020949
1120062000,서울특별시,성동구,금호4가동,서울특별시 성동구 금호4가동,37.547199,127.02241
1120064500,서울특별시,성동구,옥수동,서울특별시 성동구 옥수동,37.543639,127.013462
1120065000,서울특별시,성동구,성수1가제1동,서울특별시 성동구 성수1가제1동,37.542108,127.04965
1120066000,서울특별시,성동구,성수1가제2동,서울특별시 성동구 성수1가제2동,37.546477,127.044303
1120067000,서울특별시,성동구,성수2가제1동,서울특별시 성동구 성수2가제1동,37.539591,127.054066
1120069000,서울특별시,성동구,성수2가제3동,서울특별시 성동구 성수2가제3동,37.548222,127.055265
1120072000,서울특별시,성동구,송정동,서울특별시 성동구 송정동,37.554522,127.0696
1120079000,서울특별시,성동구,용답동,서울특별시 성동구 용답동,37.564062,127.055551
1121571000,서울특별시,광진구,화양동,서울특별시 광진구 화양동,37.546542,127.071315
1121573000,서울특별시,광진구,군자동,서울특별시 광진구 군자동,37.555485,127.075349
1121574000,서울특별시,광진구,중곡제1동,서울특별시 광진구 중곡제1동,37.560675,127.080038
1121575000,서울특별시,광진구,중곡제2동,서울특별시 광진구 중곡제2동,37.560308,127.081487
1121576000,서울특별시,광진구,중곡제3동,서울특별시 광진구 중곡제3동,37.564046,127.086589
1121577000,서울특별시,광진구,중곡제4동,서울특별시 광진구 중곡제4동,37.559087,127.089454
1121578000,서울특별시,광진구,능동,서울특별시 광진구 능동,37.55378,127.080499
1121581000,서울특별시,광진구,광장동,서울특별시 광진구 광장동,37.546892,127.103025
1121582000,서울특별시,광진구,자양제1동,서울특별시 광진구 자양제1동,37.534508,127.082438
1121583000,서울특별시,광진구,자양제2동,서울특별시 광진구 자양제2동,37.528825,127.084438
1121584000,서울특별시,광진구,자양제3동,서울특별시 광진구 자양제3동,37.533842,127.072913
1121584700,서울특별시,광진구,자양제4동,서울특별시 광진구 자양제4동,37.534112,127.066297
1121585000,서울특별시,광진구,구의제1동,서울특별시 광진구 구의제1동,37.542492,127.085676
1121586000,서울특별시,광진구,구의제2동,서울특별시 광진구 구의제2동,37.547248,127.089911
1121587000,서울특별시,광진구,구의제3동,서울특별시 광진구 구의제3동,37.538071,127.09202
1123053600,서울특별시,동대문구,용신동,서울특별시 동대문구 용신동,37.575818,127.037217
1123054500,서울특별시,동대문구,제기동,서울특별시 동대문구 제기동,37.583161,127.037855
1123056000,서울특별시,동대문구,전농제1동,서울특별시 동대문구 전농제1동,37.577998,127.047757
1123057000,서울특별시,동대문구,전농제2동,서울특별시 동대문구 전농제2동,37.578103,127.060037
1123060000,서울특별시,동대문구,답십리제1동,서울특별시 동대문구 답십리제1동,37.571796,127.051268
1123061000,서울특별시,동대문구,답십리제2동,서울특별시 동대문구 답십리제2동,37.567417,127.06125
1123065000,서울특별시,동대문구,장안제1동,서울특별시 동대문구 장안제1동,37.567842,127.066375
1123066000,서울특별시,동대문구,장안제2동,서울특별시 동대문구 장안제2동,37.578483,127.0706
1123070500,서울특별시,동대문구,청량리동,서울특별시 동대문구 청량리동,37.583177,127.048435
1123071000,서울특별시,동대문구,회기동,서울특별시 동대문구 회기동,37.590808,127.055313
1123072000,서울특별시,동대문구,휘경제1동,서울특별시 동대문구 휘경제1동,37.592932,127.065725
1123073000,서울특별시,동대문구,휘경제2동,서울특별시 동대문구 휘경제2동,37.590209,127.068579
1123074000,서울특별시,동대문구,이문제1동,서울특별시 동대문구 이문제1동,37.597849,127.06545
1123075000,서울특별시,동대문구,이문제2동,서울특별시 동대문구 이문제2동,37.603357,127.065075
1126052000,서울특별시,중랑구,면목제2동,서울특별시 중랑구 면목제2동,37.589799,127.07905
1126054000,서울특별시,중랑구,면목제4동,서울특별시 중랑구 면목제4동,37.574674,127.085578
1126055000,서울특별시,중랑구,면목제5동,서울특별시 중랑구 면목제5동,37.585784,127.079511
1126056500,서울특별시,중랑구,면목본동,서울특별시 중랑구 면목본동,37.587359,127.087423
1126057000,서울특별시,중랑구,면목제7동,서울특별시 중랑구 면목제7동,37.577723,127.086093
1126057500,서울특별시,중랑구,면목제3.8동,서울특별시 중랑구 면목3.8동,37.582968,127.08806
1126058000,서울특별시,중랑구,상봉제1동,서울특별시 중랑구 상봉제1동,37.59988,127.0872
1126059000,서울특별시,중랑구,상봉제2동,서울특별시 중랑구 상봉제2동,37.592892,127.080852
1126060000,서울특별시,중랑구,중화제1동,서울특별시 중랑구 중화제1동,37.601175,127.080623
1126061000,서울특별시,중랑구,중화제2동,서울특별시 중랑구 중화제2동,37.599384,127.079543
1126062000,서울특별시,중랑구,묵제1동,서울특별시 중랑구 묵제1동,37.612373,127.078473
1126063000,서울특별시,중랑구,묵제2동,서울특별시 중랑구 묵제2동,37.609572,127.075988
1126065500,서울특별시,중랑구,망우본동,서울특별시 중랑구 망우본동,37.600573,127.101468
1126066000,서울특별시,중랑구,망우제3동,서울특별시 중랑구 망우제3동,37.591911,127.09495
1126068000,서울특별시,중랑구,신내1동,서울특별시 중랑구 신내1동,37.605882,127.099538
1126069000,서울특별시,중랑구,신내2동,서울특별시 중랑구 신내2동,37.60619,127.094231
1129052500,서울특별시,성북구,성북동,서울특별시 성북구 성북동,37.591124,127.003288
1129055500,서울특별시,성북구,삼선동,서울특별시 성북구 삼선동,37.590833,127.01463
1129057500,서울특별시,성북구,동선동,서울특별시 성북구 동선동,37.593982,127.020367
1129058000,서울특별시,성북구,돈암제1동,서울특별시 성북구 돈암제1동,37.6026,127.027761
1129059000,서울특별시,성북구,돈암제2동,서울특별시 성북구 돈암제2동,37.598039,127.010566
1129060000,서울특별시,성북구,안암동,서울특별시 성북구 안암동,37.58585,127.021329
1129061000,서울특별시,성북구,보문동,서울특별시 성북구 보문동,37.580383,127.0228
1129062000,서울특별시,성북구,정릉제1동,서울특별시 성북구 정릉제1동,37.601451,127.016615
1129063000,서울특별시,성북구,정릉제2동,서울특별시 성북구 정릉제2동,37.604473,127.011105
1129064000,서울특별시,성북구,정릉제3동,서울특별시 성북구 정릉제3동,37.608958,127.004186
1129065000,서울특별시,성북구,정릉제4동,서울특별시 성북구 정릉제4동,37.613339,127.00698
1129066000,서울특별시,성북구,길음제1동,서울특별시 성북구 길음제1동,37.610486,127.019392
1129068500,서울특별시,성북구,길음제2동,서울특별시 성북구 길음제2동,37.606684,127.027344
1129070500,서울특별시,성북구,종암동,서울특별시 성북구 종암동,37.599008,127.035157
1129071500,서울특별시,성북구,월곡제1동,서울특별시 성북구 월곡제1동,37.610547,127.035757
1129072500,서울특별시,성북구,월곡제2동,서울특별시 성북구 월곡제2동,37.605767,127.047876
1129076000,서울특별시,성북구,장위제1동,서울특별시 성북구 장위제1동,37.614125,127.043713
1129077000,서울특별시,성북구,장위제2동,서울특별시 성북구 장위제2동,37.61239,127.054521
1129078000,서울특별시,성북구,장위제3동,서울특별시 성북구 장위제3동,37.616551,127.056603
1129081000,서울특별시,성북구,석관동,서울특별시 성북구 석관동,37.612957,127.061413
1130553400,서울특별시,강북구,삼양동,서울특별시 강북구 삼양동,37.625052,127.019773
1130553500,서울특별시,강북구,미아동,서울특별시 강북구 미아동,37.627074,127.026979
1130554500,서울특별시,강북구,송중동,서울특별시 강북구 송중동,37.616099,127.033738
1130555500,서울특별시,강북구,송천동,서울특별시 강북구 송천동,37.618282,127.023838
1130557500,서울특별시,강북구,삼각산동,서울특별시 강북구 삼각산동,37.615157,127.020721
1130559500,서울특별시,강북구,번1동,서울특별시 강북구 번1동,37.637891,127.028847
1130560300,서울특별시,강북구,번2동,서울특별시 강북구 번2동,37.632359,127.038795
1130560800,서울특별시,강북구,번3동,서울특별시 강북구 번3동,37.625874,127.04665
1130561500,서울특별시,강북구,수유1동,서울특별시 강북구 수유1동,37.630087,127.017601
1130562500,서울특별시,강북구,수유2동,서울특별시 강북구 수유2동,37.644703,127.019878
1130563500,서울특별시,강북구,수유3동,서울특별시 강북구 수유3동,37.638715,127.023125
1130564500,서울특별시,강북구,우이동,서울특별시 강북구 우이동,37.6633,127.002
1130566000,서울특별시,강북구,인수동,서울특별시 강북구 인수동,37.641511,127.010631
1132051100,서울특별시,도봉구,창제1동,서울특별시 도봉구 창제1동,37.648305,127.043868
1132051200,서울특별시,도봉구,창제2동,서울특별시 도봉구 창제2동,37.641403,127.035639
1132051300,서울특별시,도봉구,창제3동,서울특별시 도봉구 창제3동,37.638128,127.042956
1132051400,서울특별시,도봉구,창제4동,서울특별시 도봉구 창제4동,37.652228,127.051599
1132051500,서울특별시,도봉구,창제5동,서울특별시 도봉구 창제5동,37.656344,127.043679
1132052100,서울특별시,도봉구,도봉제1동,서울특별시 도봉구 도봉제1동,37.678691,127.043437
1132052200,서울특별시,도봉구,도봉제2동,서울특별시 도봉구 도봉제2동,37.669751,127.046575
1132066000,서울특별시,도봉구,쌍문제1동,서울특별시 도봉구 쌍문제1동,37.648028,127.026114
1132067000,서울특별시,도봉구,쌍문제2동,서울특별시 도봉구 쌍문제2동,37.659939,127.039811
1132068000,서울특별시,도봉구,쌍문제3동,서울특별시 도봉구 쌍문제3동,37.648978,127.027864
1132068100,서울특별시,도봉구,쌍문제4동,서울특별시 도봉구 쌍문제4동,37.656482,127.028425
1132069000,서울특별시,도봉구,방학제1동,서울특별시 도봉구 방학제1동,37.664176,127.040725
1132070000,서울특별시,도봉구,방학제2동,서울특별시 도봉구 방학제2동,37.668184,127.0351
1132071000,서울특별시,도봉구,방학제3동,서울특별시 도봉구 방학제3동,37.659169,127.028036
1135056000,서울특별시,노원구,월계1동,서울특별시 노원구 월계1동,37.61992,127.063016
1135057000,서울특별시,노원구,월계2동,서울특별시 노원구 월계2동,37.632538,127.0508
1135058000,서울특별시,노원구,월계3동,서울특별시 노원구 월계3동,37.621048,127.069249
1135059500,서울특별시,노원구,공릉1동,서울특별시 노원구 공릉1동,37.624874,127.073838
1135060000,서울특별시,노원구,공릉2동,서울특별시 노원구 공릉2동,37.621332,127.083488
1135061100,서울특별시,노원구,하계1동,서울특별시 노원구 하계1동,37.640537,127.072585
1135061200,서울특별시,노원구,하계2동,서울특별시 노원구 하계2동,37.632005,127.067973
1135061900,서울특별시,노원구,중계본동,서울특별시 노원구 중계본동,37.64784,127.080338
1135062100,서울특별시,노원구,중계1동,서울특별시 노원구 중계1동,37.652599,127.077528
1135062400,서울특별시,노원구,중계4동,서울특별시 노원구 중계4동,37.658728,127.078009
1135062500,서울특별시,노원구,중계2.3동,서울특별시 노원구 중계2.3동,37.642183,127.068713
1135063000,서울특별시,노원구,상계1동,서울특별시 노원구 상계1동,37.679901,127.054978
1135064000,서울특별시,노원구,상계2동,서울특별시 노원구 상계2동,37.657473,127.067838
1135066500,서울특별시,노원구,상계3.4동,서울특별시 노원구 상계3.4동,37.672913,127.083266
1135067000,서울특별시,노원구,상계5동,서울특별시 노원구 상계5동,37.662924,127.069347
1135069500,서울특별시,노원구,상계6.7동,서울특별시 노원구 상계6.7동,37.654882,127.066954
1135070000,서울특별시,노원구,상계8동,서울특별시 노원구 상계8동,37.666785,127.051587
1135071000,서울특별시,노원구,상계9동,서울특별시 노원구 상계9동,37.664553,127.063835
1135072000,서울특별시,노원구,상계10동,서울특별시 노원구 상계10동,37.661274,127.060225
1138051000,서울특별시,은평구,녹번동,서울특별시 은평구 녹번동,37.602194,126.929825
1138052000,서울특별시,은평구,불광제1동,서울특별시 은평구 불광제1동,37.610388,126.932075
1138053000,서울특별시,은평구,불광제2동,서울특별시 은평구 불광제2동,37.624387,126.928491
1138055100,서울특별시,은평구,갈현제1동,서울특별시 은평구 갈현제1동,37.623707,126.916675
1138055200,서울특별시,은평구,갈현제2동,서울특별시 은평구 갈현제2동,37.618587,126.915839
1138056000,서울특별시,은평구,구산동,서울특별시 은평구 구산동,37.611746,126.910389
1138057000,서울특별시,은평구,대조동,서울특별시 은평구 대조동,37.614165,126.920813
1138058000,서울특별시,은평구,응암제1동,서울특별시 은평구 응암제1동,37.600688,126.926813
1138059000,서울특별시,은평구,응암제2동,서울특별시 은평구 응암제2동,37.594607,126.923093
1138060000,서울특별시,은평구,응암제3동,서울특별시 은평구 응암제3동,37.592247,126.915727
1138062500,서울특별시,은평구,역촌동,서울특별시 은평구 역촌동,37.604405,126.915114
1138063100,서울특별시,은평구,신사제1동,서울특별시 은평구 신사제1동,37.597845,126.911774
1138063200,서울특별시,은평구,신사제2동,서울특별시 은평구 신사제2동,37.59028,126.908419
1138064000,서울특별시,은평구,증산동,서울특별시 은평구 증산동,37.584306,126.90704
1138065000,서울특별시,은평구,수색동,서울특별시 은평구 수색동,37.583519,126.893666
1138069000,서울특별시,은평구,진관동,서울특별시 은평구 진관동,37.634983,126.921051
1141052000,서울특별시,서대문구,천연동,서울특별시 서대문구 천연동,37.567888,126.959404
1141055500,서울특별시,서대문구,북아현동,서울특별시 서대문구 북아현동,37.5595,126.957025
1141056500,서울특별시,서대문구,충현동,서울특별시 서대문구 충현동,37.564827,126.954686
1141058500,서울특별시,서대문구,신촌동,서울특별시 서대문구 신촌동,37.564092,126.941811
1141061500,서울특별시,서대문구,연희동,서울특별시 서대문구 연희동,37.573908,126.935175
1141062000,서울특별시,서대문구,홍제제1동,서울특별시 서대문구 홍제제1동,37.587699,126.944878
1141064000,서울특별시,서대문구,홍제제3동,서울특별시 서대문구 홍제제3동,37.59383,126.949674
1141065500,서울특별시,서대문구,홍제제2동,서울특별시 서대문구 홍제제2동,37.586107,126.949338
1141066000,서울특별시,서대문구,홍은제1동,서울특별시 서대문구 홍은제1동,37.598906,126.947111
1141068500,서울특별시,서대문구,홍은제2동,서울특별시 서대문구 홍은제2동,37.580197,126.934251
1141069000,서울특별시,서대문구,남가좌제1동,서울특별시 서대문구 남가좌제1동,37.573295,126.919723
1141070000,서울특별시,서대문구,남가좌제2동,서울특별시 서대문구 남가좌제2동,37.578466,126.923889
1141071000,서울특별시,서대문구,북가좌제1동,서울특별시 서대문구 북가좌제1동,37.57429,126.910194
1141072000,서울특별시,서대문구,북가좌제2동,서울특별시 서대문구 북가좌제2동,37.5815,126.9112
1144055500,서울특별시,마포구,아현동,서울특별시 마포구 아현동,37.5546,126.9561
1144056500,서울특별시,마포구,공덕동,서울특별시 마포구 공덕동,37.550192,126.960025
1144058500,서울특별시,마포구,도화동,서울특별시 마포구 도화동,37.541512,126.94988
1144059000,서울특별시,마포구,용강동,서울특별시 마포구 용강동,37.542212,126.942677
1144060000,서울특별시,마포구,대흥동,서울특별시 마포구 대흥동,37.552063,126.944028
1144061000,서울특별시,마포구,염리동,서울특별시 마포구 염리동,37.547083,126.94565
1144063000,서울특별시,마포구,신수동,서울특별시 마포구 신수동,37.547118,126.935188
1144065500,서울특별시,마포구,서강동,서울특별시 마포구 서강동,37.547758,126.93211
1144066000,서울특별시,마포구,서교동,서울특별시 마포구 서교동,37.555147,126.914663
1144068000,서울특별시,마포구,합정동,서울특별시 마포구 합정동,37.551656,126.911889
1144069000,서울특별시,마포구,망원제1동,서울특별시 마포구 망원제1동,37.555622,126.905597
1144070000,서울특별시,마포구,망원제2동,서울특별시 마포구 망원제2동,37.56025,126.902358
1144071000,서울특별시,마포구,연남동,서울특별시 마포구 연남동,37.564501,126.922027
1144072000,서울특별시,마포구,성산제1동,서울특별시 마포구 성산제1동,37.563408,126.90785
1144073000,서울특별시,마포구,성산제2동,서울특별시 마포구 성산제2동,37.568618,126.909006
1144074000,서울특별시,마포구,상암동,서울특별시 마포구 상암동,37.578325,126.894688
1147051000,서울특별시,양천구,목1동,서울특별시 양천구 목1동,37.530378,126.871232
1147052000,서울특별시,양천구,목2동,서울특별시 양천구 목2동,37.546113,126.871713
1147053000,서울특별시,양천구,목3동,서울특별시 양천구 목3동,37.544801,126.864443
1147054000,서울특별시,양천구,목4동,서울특별시 양천구 목4동,37.532425,126.86835
1147055000,서울특별시,양천구,목5동,서울특별시 양천구 목5동,37.53712,126.881621
1147056000,서울특별시,양천구,신월1동,서울특별시 양천구 신월1동,37.532808,126.831487
1147057000,서울특별시,양천구,신월2동,서울특별시 양천구 신월2동,37.524976,126.844451
1147058000,서울특별시,양천구,신월3동,서울특별시 양천구 신월3동,37.533623,126.829154
1147059000,서울특별시,양천구,신월4동,서울특별시 양천구 신월4동,37.524622,126.840134
1147060000,서울특별시,양천구,신월5동,서울특별시 양천구 신월5동,37.538623,126.827162
1147061000,서울특별시,양천구,신월6동,서울특별시 양천구 신월6동,37.518033,126.845151
1147061100,서울특별시,양천구,신월7동,서울특별시 양천구 신월7동,37.5243065,126.832989
1147062000,서울특별시,양천구,신정1동,서울특별시 양천구 신정1동,37.518529,126.854264
1147063000,서울특별시,양천구,신정2동,서울특별시 양천구 신정2동,37.519231,126.870679
1147064000,서울특별시,양천구,신정3동,서울특별시 양천구 신정3동,37.515169,126.854789
1147065000,서울특별시,양천구,신정4동,서울특별시 양천구 신정4동,37.524546,126.855804
1147067000,서울특별시,양천구,신정6동,서울특별시 양천구 신정6동,37.517041,126.864447
1147068000,서울특별시,양천구,신정7동,서울특별시 양천구 신정7동,37.514393,126.859701
1150051000,서울특별시,강서구,염창동,서울특별시 강서구 염창동,37.553751,126.870978
1150052000,서울특별시,강서구,등촌제1동,서울특별시 강서구 등촌제1동,37.555815,126.858929
1150053000,서울특별시,강서구,등촌제2동,서울특별시 강서구 등촌제2동,37.542658,126.8625
1150053500,서울특별시,강서구,등촌제3동,서울특별시 강서구 등촌제3동,37.558979,126.847881
1150054000,서울특별시,강서구,화곡제1동,서울특별시 강서구 화곡제1동,37.530408,126.841562
1150055000,서울특별시,강서구,화곡제2동,서울특별시 강서구 화곡제2동,37.531817,126.854613
1150056000,서울특별시,강서구,화곡제3동,서울특별시 강서구 화곡제3동,37.542539,126.838423
1150057000,서울특별시,강서구,화곡제4동,서울특별시 강서구 화곡제4동,37.534648,126.860907
1150059000,서울특별시,강서구,화곡본동,서울특별시 강서구 화곡본동,37.544075,126.847725
1150059100,서울특별시,강서구,화곡제6동,서울특별시 강서구 화곡제6동,37.5518173,126.8501301
1150059300,서울특별시,강서구,화곡제8동,서울특별시 강서구 화곡제8동,37.532654,126.848335
1150060300,서울특별시,강서구,가양제1동,서울특별시 강서구 가양제1동,37.569524,126.84471
1150060400,서울특별시,강서구,가양제2동,서울특별시 강서구 가양제2동,37.567376,126.851283
1150060500,서울특별시,강서구,가양제3동,서울특별시 강서구 가양제3동,37.561092,126.860596
1150061100,서울특별시,강서구,발산제1동,서울특별시 강서구 발산제1동,37.553121,126.833169
1150061500,서울특별시,강서구,우장산동,서울특별시 강서구 우장산동,37.548247,126.841885
1150062000,서울특별시,강서구,공항동,서울특별시 강서구 공항동,37.55883,126.810144
1150063000,서울특별시,강서구,방화제1동,서울특별시 강서구 방화제1동,37.570366,126.817026
1150064000,서울특별시,강서구,방화제2동,서울특별시 강서구 방화제2동,37.571742,126.805804
1150064100,서울특별시,강서구,방화제3동,서울특별시 강서구 방화제3동,37.578739,126.813563
1153051000,서울특별시,구로구,신도림동,서울특별시 구로구 신도림동,37.507766,126.880583
1153052000,서울특별시,구로구,구로제1동,서울특별시 구로구 구로제1동,37.493043,126.875758
1153053000,서울특별시,구로구,구로제2동,서울특별시 구로구 구로제2동,37.491377,126.88347
1153054000,서울특별시,구로구,구로제3동,서울특별시 구로구 구로제3동,37.48738,126.890368
1153055000,서울특별시,구로구,구로제4동,서울특별시 구로구 구로제4동,37.491627,126.88917
1153056000,서울특별시,구로구,구로제5동,서울특별시 구로구 구로제5동,37.500159,126.889295
1153059500,서울특별시,구로구,가리봉동,서울특별시 구로구 가리봉동,37.482556,126.889749
1153072000,서울특별시,구로구,고척제1동,서울특별시 구로구 고척제1동,37.500463,126.86286
1153073000,서울특별시,구로구,고척제2동,서울특별시 구로구 고척제2동,37.506706,126.858712
1153074000,서울특별시,구로구,개봉제1동,서울특별시 구로구 개봉제1동,37.500332,126.851126
1153075000,서울특별시,구로구,개봉제2동,서울특별시 구로구 개봉제2동,37.490836,126.856558
1153076000,서울특별시,구로구,개봉제3동,서울특별시 구로구 개봉제3동,37.485993,126.853838
1153077000,서울특별시,구로구,오류제1동,서울특별시 구로구 오류제1동,37.497009,126.845201
1153078000,서울특별시,구로구,오류제2동,서울특별시 구로구 오류제2동,37.488802,126.839537
1153079000,서울특별시,구로구,수궁동,서울특별시 구로구 수궁동,37.493942,126.831463
1153080000,서울특별시,구로구,항동,서울특별시 구로구 항동,37.479048,126.822313
1154551000,서울특별시,금천구,가산동,서울특별시 금천구 가산동,37.476909,126.891733
1154561000,서울특별시,금천구,독산제1동,서울특별시 금천구 독산제1동,37.470245,126.897041
1154562000,서울특별시,금천구,독산제2동,서울특별시 금천구 독산제2동,37.463147,126.903483
1154563000,서울특별시,금천구,독산제3동,서울특별시 금천구 독산제3동,37.47512,126.903252
1154564000,서울특별시,금천구,독산제4동,서울특별시 금천구 독산제4동,37.467545,126.902207
1154567000,서울특별시,금천구,시흥제1동,서울특별시 금천구 시흥제1동,37.453541,126.903263
1154568000,서울특별시,금천구,시흥제2동,서울특별시 금천구 시흥제2동,37.449549,126.914834
1154569000,서울특별시,금천구,시흥제3동,서울특별시 금천구 시흥제3동,37.44031,126.905795
1154570000,서울특별시,금천구,시흥제4동,서울특별시 금천구 시흥제4동,37.459029,126.906192
1154571000,서울특별시,금천구,시흥제5동,서울특별시 금천구 시흥제5동,37.45072,126.908347
1156051500,서울특별시,영등포구,영등포본동,서울특별시 영등포구 영등포본동,37.514683,126.909305
1156053500,서울특별시,영등포구,영등포동,서울특별시 영등포구 영등포동,37.5134,126.9061
1156054000,서울특별시,영등포구,여의동,서울특별시 영등포구 여의동,37.517723,126.934584
1156055000,서울특별시,영등포구,당산제1동,서울특별시 영등포구 당산제1동,37.524964,126.897443
1156056000,서울특별시,영등포구,당산제2동,서울특별시 영등포구 당산제2동,37.531048,126.897327
1156058500,서울특별시,영등포구,도림동,서울특별시 영등포구 도림동,37.509475,126.89595
1156060500,서울특별시,영등포구,문래동,서울특별시 영등포구 문래동,37.517086,126.899466
1156061000,서울특별시,영등포구,양평제1동,서울특별시 영등포구 양평제1동,37.52365,126.888238
1156062000,서울특별시,영등포구,양평제2동,서울특별시 영등포구 양평제2동,37.536474,126.893954
1156063000,서울특별시,영등포구,신길제1동,서울특별시 영등포구 신길제1동,37.511267,126.921428
1156065000,서울특별시,영등포구,신길제3동,서울특별시 영등포구 신길제3동,37.5073003,126.9077425
1156066000,서울특별시,영등포구,신길제4동,서울특별시 영등포구 신길제4동,37.508456,126.911288
1156067000,서울특별시,영등포구,신길제5동,서울특별시 영등포구 신길제5동,37.501618,126.905268
1156068000,서울특별시,영등포구,신길제6동,서울특별시 영등포구 신길제6동,37.499378,126.909881
